condition,drugName,rating,usefulCount
Schizophrenia,Asenapine,10,2
Post Traumatic Stress Disorde,Lamotrigine,10,38
Vaginal Yeast Infection,Miconazole,1,8
High Cholesterol,Pravastatin,5,59
Birth Control,Depo-Provera,3,43
Pain,Toradol,10,17
Cough and Nasal Congestion,Brompheniramine / dextromethorphan / pseudoephedrine,8,2
"Constipation, Drug Induced",Movantik,10,29
Ovarian Cysts,Ethinyl estradiol / norgestimate,2,0
Birth Control,Etonogestrel,9,1
High Cholesterol,Simvastatin,1,16
Pain,Cymbalta,10,37
"Diabetes, Type 2",Exenatide,7,18
Obesity,Belviq,6,25
Insomnia,Belsomra,1,10
Overactive Bladde,Oxybutynin,5,10
Birth Control,Chateal,5,10
Panic Disorde,Clomipramine,9,109
Abnormal Uterine Bleeding,Seasonale,10,3
Migraine Prevention,Topiramate,8,11
Urinary Tract Infection,Bactrim DS,9,38
Postmenopausal Symptoms,Estradiol / norethindrone,8,21
Breast Cance,Letrozole,8,157
High Blood Pressure,Nebivolol,8,22
High Blood Pressure,Benicar,9,77
Birth Control,Ethinyl estradiol / norethindrone,1,1
Osteoarthritis,Sodium hyaluronate,2,51
Urinary Tract Infection,Nitrofurantoin,5,0
Dietary Supplementation,Multivitamin,2,6
Allergic Rhinitis,Fexofenadine,1,2
Birth Control,Yaz,1,2
Acne,Adapalene,9,0
Acne,Doxycycline,2,8
Birth Control,Mononessa,9,0
ADHD,Methylphenidate,9,16
Obsessive Compulsive Disorde,Sertraline,5,7
"Ulcerative Colitis, Active",Uceris,2,66
Emergency Contraception,Plan B One-Step,10,9
Depression,Remeron,8,25
Anxiety and Stress,Citalopram,10,69
Birth Control,Ethinyl estradiol / levonorgestrel,3,8
Obesity,Qsymia,9,35
Birth Control,Medroxyprogesterone,2,1
Depression,Escitalopram,8,7
Bacterial Infection,Moxifloxacin,10,15
Vaginal Yeast Infection,Miconazole,2,2
Birth Control,Aviane,2,1
"Diabetes, Type 2",Dulaglutide,10,20
"Hypogonadism, Male",Axiron,6,30
Allergic Reactions,Chlor-Trimeton,8,15
Birth Control,LoSeasonique,10,12
Pain,Ketorolac,6,8
"Herpes Simplex, Suppression",Zovirax,10,56
Perimenopausal Symptoms,Clonidine,1,18
Endometriosis,Leuprolide,6,3
Birth Control,Ethinyl estradiol / norethindrone,3,1
Ulcerative Colitis,Rowasa,9,1
Migraine Prevention,Amitriptyline,10,36
Weight Loss,Belviq,10,100
Vaginal Yeast Infection,Fluconazole,10,57
Hyperhidrosis,Drysol,10,4
Bipolar Disorde,Klonopin,10,26
5</span> users found this comment helpful.,Gianvi,2,5
Depression,Pristiq,3,24
Obesity,Fastin,10,73
Birth Control,Nexplanon,1,2
"Diabetes, Type 2",Insulin detemir,1,8
Birth Control,Etonogestrel,4,1
Birth Control,Falmina,4,1
High Blood Pressure,Clonidine,3,4
Birth Control,Ethinyl estradiol / norethindrone,10,4
Birth Control,Sronyx,10,8
Bipolar Disorde,Lurasidone,7,0
Overactive Bladde,Tamsulosin,3,11
Dry Eye Disease,Xiidra,2,11
Acne,Ethinyl estradiol / norgestimate,1,6
Chronic Pain,Oxycodone,8,30
Birth Control,Ethinyl estradiol / norethindrone,3,6
ADHD,Lisdexamfetamine,9,38
Birth Control,Ethinyl estradiol / norelgestromin,10,0
High Blood Pressure,Clonidine,10,57
Birth Control,Levonorgestrel,10,10
Chronic Myelogenous Leukemia,Imatinib,9,40
Birth Control,Ethinyl estradiol / norethindrone,1,15
Weight Loss,Phentermine,9,14
Anxiety,Paroxetine,8,228
Psoriasis,Taclonex,2,3
Inflammatory Conditions,Mobic,8,94
Depression,Trintellix,10,133
Birth Control,Etonogestrel,10,4
Chronic Fatigue Syndrome,Armodafinil,9,28
Rheumatoid Arthritis,Enbrel,8,12
Migraine Prevention,Topamax,2,24
"Hypogonadism, Male",Testosterone,9,6
Obsessive Compulsive Disorde,Anafranil,9,216
Allergic Reactions,Prednisone,1,13
Birth Control,Ethinyl estradiol / levonorgestrel,10,13
Epilepsy,Depakote,10,30
Smoking Cessation,Varenicline,10,39
GERD,Ranitidine,5,19
Bacterial Infection,Metronidazole,1,7
Birth Control,Sprintec,5,5
Nasal Congestion,Loratadine / pseudoephedrine,4,16
Emergency Contraception,Levonorgestrel,10,3
Smoking Cessation,Nicoderm CQ,9,40
Birth Control,Implanon,1,14
Migraine,Migranal,10,21
Pruritus,Hydroxyzine,8,69
Acne,Solodyn,8,15
Birth Control,Jolessa,8,7
Abnormal Uterine Bleeding,Sprintec,3,2
Pain,Naproxen,1,8
Anxiety,Effexor XR,1,16
Allergic Rhinitis,Fluticasone,10,3
Inflammatory Conditions,Meloxicam,1,14
Depression,Bupropion,10,180
Pain,Oxymorphone,9,13
Major Depressive Disorde,Duloxetine,6,13
Urinary Incontinence,VESIcare,8,37
Diagnosis and Investigation,Regadenoson,1,6
Anxiety,Escitalopram,10,35
Depression,Sertraline,6,13
Anxiety,Hydroxyzine,10,108
Vaginal Yeast Infection,Miconazole,3,1
Anxiety,Clonidine,10,16
Not Listed / Othe,Metronidazole,7,1
Bladder Infection,Ciprofloxacin,10,31
Rhinitis,Flonase,10,27
Birth Control,Implanon,10,5
Bipolar Disorde,Zyprexa,8,32
Pain,Naproxen,10,41
Anxiety,Diazepam,8,10
Depression,Bupropion,9,172
Depression,Fluoxetine,4,39
Insomnia,Doxylamine,8,55
Migraine,Relpax,10,11
Migraine,Zolmitriptan,1,3
Keratoconjunctivitis Sicca,Cyclosporine,6,13
Birth Control,Gildess Fe 1 / 20,1,4
Obsessive Compulsive Disorde,Escitalopram,9,5
Obesity,Orlistat,10,74
Atrial Fibrillation,Diltiazem,10,158
Bipolar Disorde,Latuda,10,46
Anxiety and Stress,Celexa,7,102
atigue,Amphetamine / dextroamphetamine,7,1
"Diarrhea, Chronic",Motofen,10,25
Pulmonary Hypertension,Tyvaso,9,7
Paranoid Disorde,Olanzapine,5,15
Insomnia,Zolpidem,1,32
Birth Control,Ethinyl estradiol / etonogestrel,1,6
Hemorrhoids,Hydrocortisone / pramoxine,10,31
Birth Control,Nonoxynol 9,9,5
Pain,Lyrica,8,55
Allergic Rhinitis,Azelastine / fluticasone,9,14
Acne,Beyaz,7,4
Tinnitus,Alprazolam,9,1
Birth Control,Ethinyl estradiol / norethindrone,1,7
Hepatitis C,Harvoni,9,31
Weight Loss,Belviq,10,78
Dental Abscess,Metronidazole,10,21
Birth Control,Ethinyl estradiol / levonorgestrel,4,8
Obesity,Liraglutide,6,13
Cold Sores,Valacyclovir,5,0
Obesity,Bupropion / naltrexone,10,58
Constipation,Dulcolax,5,10
Birth Control,Skyla,10,1
Alcohol Dependence,Naltrexone,9,152
Depression,Venlafaxine,10,83
Macular Degeneration,Aflibercept,10,165
Pain,Dolophine,10,82
Birth Control,Xulane,9,7
High Blood Pressure,Valsartan,6,40
Pneumonia,Avelox,1,26
Vaginal Yeast Infection,Ketoconazole,10,24
Opiate Dependence,Naltrexone,6,14
Hepatitis C,Ledipasvir / sofosbuvir,10,42
Anxiety,Alprazolam,10,27
Erectile Dysfunction,Vardenafil,8,109
Birth Control,Ethinyl estradiol / norgestimate,3,3
Panic Disorde,Alprazolam,9,13
Parkinson's Disease,Apokyn,9,15
Atrophic Vaginitis,Yuvafem,8,24
Pain,Celebrex,8,34
Endometriosis,Ethinyl estradiol / levonorgestrel,1,12
Diverticulitis,Metronidazole,5,83
Birth Control,Kyleena,10,4
Generalized Anxiety Disorde,Lexapro,2,40
Generalized Anxiety Disorde,Lexapro,10,46
Birth Control,Copper,10,29
Smoking Cessation,Varenicline,10,15
Hyperprolactinemia,Cabergoline,10,67
Birth Control,Levonorgestrel,10,10
Plaque Psoriasis,Betamethasone,10,9
Chronic Pain,Buprenorphine,10,34
Psychosis,Haloperidol,10,24
Pertussis Prophylaxis,Clarithromycin,5,1
"Constipation, Chronic",Amitiza,4,15
Birth Control,Mononessa,4,21
Chronic Pain,Methadone,10,61
Amebiasis,Tinidazole,7,15
Opiate Dependence,Naltrexone,8,53
Pain,Celecoxib,1,26
"Diabetes, Type 2",Afrezza,10,15
Panic Disorde,BuSpar,10,149
Bipolar Disorde,Lamotrigine,7,20
Acne,Isotretinoin,10,21
Birth Control,Ethinyl estradiol / norethindrone,1,4
Rhinitis,Flonase,3,17
Major Depressive Disorde,Sinequan,10,55
Weight Loss,Phentermine / topiramate,10,11
Muscle Spasm,Cyclobenzaprine,9,18
Sinusitis,Ceftin,10,14
Depression,Pristiq,7,7
High Blood Pressure,Amlodipine,2,40
Weight Loss,Phentermine,9,38
Depression,Effexor XR,9,25
Generalized Anxiety Disorde,Escitalopram,10,12
ADHD,Guanfacine,1,8
Birth Control,Lo Loestrin Fe,7,7
GERD,Protonix,10,73
Pain,Gabapentin,1,63
Birth Control,Nexplanon,1,3
Osteoarthritis,Hylan g-f 20,9,47
Birth Control,Implanon,10,0
Anxiety,Escitalopram,9,13
High Blood Pressure,Lisinopril,5,63
Birth Control,Ethinyl estradiol / levonorgestrel,9,5
Anxiety,Clorazepate,8,33
Pain,Diclofenac,10,30
Hypoestrogenism,Climara,10,3
Migraine,Naproxen / sumatriptan,10,3
Bronchitis,Augmentin,1,25
Obesity,Belviq,2,3
Pain,Tramadol,9,24
Birth Control,Ortho Tri-Cyclen Lo,4,4
Acne,Adapalene,4,0
Prevention of Osteoporosis,Fosamax,1,57
Insomnia,Temazepam,5,10
Birth Control,Microgestin Fe 1 / 20,10,10
Anesthesia,Propofol,10,38
Pain,Acetaminophen / hydrocodone,10,12
Depression,Sertraline,7,17
Migraine,Gabapentin,10,22
Bronchitis,Azithromycin,7,12
Acne,Benzoyl peroxide / clindamycin,9,0
Birth Control,TriNessa,10,7
Birth Control,Ethinyl estradiol / norethindrone,3,8
Acne,Adapalene / benzoyl peroxide,9,2
Birth Control,Ethinyl estradiol / norethindrone,10,5
Plaque Psoriasis,Apremilast,1,13
Pain,Dilaudid,9,20
Hyperhidrosis,Aluminum chloride hexahydrate,10,1
Obesity,Contrave,10,5
Depression,Zoloft,2,15
Anxiety,Buspirone,9,8
Pain,Acetaminophen / hydrocodone,10,14
Birth Control,Gildess Fe 1.5 / 30,2,5
Obesity,Diethylpropion,10,55
,Quetiapine,10,7
Acne,Accutane,10,3
Birth Control,ParaGard,9,0
Bipolar Disorde,Saphris,5,3
Birth Control,Mononessa,1,24
Rosacea,Ivermectin,10,16
Ulcerative Colitis,Adalimumab,6,22
Weight Loss,Phentermine,6,13
Depression,Vilazodone,9,19
Anxiety,Vistaril,8,84
Multiple Sclerosis,Tysabri,5,45
Obesity,Liraglutide,8,9
"Herpes Simplex, Suppression",Lysine,10,14
Headache,Acetaminophen / butalbital / caffeine,10,31
Overactive Bladde,Tolterodine,8,17
Irritable Bowel Syndrome,Viberzi,10,22
Irritable Bowel Syndrome,Dicyclomine,3,16
Erectile Dysfunction,Vardenafil,9,46
Depression,Viibryd,1,13
Multiple Sclerosis,Ampyra,10,32
Motion Sickness,Bonine,10,16
Neuropathic Pain,Lyrica,1,13
Pain,Fentanyl,9,14
Depression,Trazodone,1,53
Insomnia,Sonata,10,87
Obsessive Compulsive Disorde,Zoloft,10,109
Birth Control,Desogestrel / ethinyl estradiol,9,6
Human Papilloma Virus,Imiquimod,8,5
Osteoarthritis,Euflexxa,10,57
Rheumatoid Arthritis,Hydroxychloroquine,6,121
Irritable Bowel Syndrome,Linaclotide,9,57
Bipolar Disorde,Lamotrigine,9,27
Multiple Myeloma,Lenalidomide,2,9
Urinary Incontinence,Myrbetriq,10,32
ibromyalgia,Lyrica,1,28
Alcohol Dependence,Naltrexone,9,88
Depression,Bupropion,10,202
"Asthma, acute",Albuterol,2,33
Rheumatoid Arthritis,Etanercept,1,14
Cough and Nasal Congestion,Mucinex Fast-Max Severe Congestion & Cough,1,2
Erectile Dysfunction,Tadalafil,10,41
ADHD,Adderall XR,9,13
Chronic Pain,Belbuca,1,14
Constipation,Phillips' Milk of Magnesia,7,19
Inflammatory Conditions,Methylprednisolone,10,45
ADHD,Concerta,8,9
Acne,Adapalene / benzoyl peroxide,9,2
Pneumococcal Disease Prophylaxis,Prevnar 13,9,5
"Diabetes, Type 2",Metformin,10,71
Hypertriglyceridemia,Lovaza,10,140
Vaginal Yeast Infection,Miconazole,1,0
Birth Control,Nexplanon,9,2
High Blood Pressure,Bystolic,8,91
Birth Control,Implanon,10,63
Birth Control,Etonogestrel,8,3
Hypertriglyceridemia,Fenofibric acid,1,20
ADHD,Adderall,7,48
Hyperhidrosis,Drysol,10,1
High Blood Pressure,Atenolol / chlorthalidone,9,10
Postpartum Depression,Zoloft,1,9
"Diabetes, Type 1",Symlin,10,8
Osteoarthritis,Hyaluronan,5,28
Birth Control,Desogestrel / ethinyl estradiol,1,0
Birth Control,Implanon,6,24
Obesity,Diethylpropion,10,165
Restless Legs Syndrome,Pramipexole,10,30
Birth Control,Ethinyl estradiol / norethindrone,8,1
Birth Control,Ethinyl estradiol / etonogestrel,9,13
Obesity,Saxenda,10,21
High Blood Pressure,Azilsartan medoxomil,10,0
Pain,Percocet,10,24
Rosacea,Soolantra,10,16
Aplastic Anemia,Promacta,10,1
Birth Control,Desogestrel / ethinyl estradiol,7,21
Menstrual Disorders,Drospirenone / ethinyl estradiol,8,5
Overactive Bladde,Toviaz,5,27
Abnormal Uterine Bleeding,Depo-Provera,3,9
Bipolar Disorde,Latuda,10,96
Osteoarthritis,Voltaren Gel,10,106
Smoking Cessation,Varenicline,1,73
Migraine Prevention,Amitriptyline,8,23
Major Depressive Disorde,Trintellix,5,22
Insomnia,Amitriptyline,9,93
"Breast Cancer, Metastatic",Xeloda,9,7
Chronic Pain,Fentanyl,10,52
Obesity,Bupropion / naltrexone,6,32
Birth Control,Chateal,2,1
Vaginal Yeast Infection,Tioconazole,1,4
Birth Control,Ethinyl estradiol / levonorgestrel,8,2
Birth Control,Mirena,10,9
Birth Control,LoSeasonique,6,3
Smoking Cessation,Chantix,10,24
Birth Control,Ethinyl estradiol / norelgestromin,1,6
Obesity,Topiramate,8,205
ADHD,Lisdexamfetamine,8,5
Birth Control,Etonogestrel,4,10
Birth Control,Etonogestrel,10,0
Weight Loss,Adipex-P,8,40
Smoking Cessation,Varenicline,10,43
Seizures,Keppra,9,27
Major Depressive Disorde,Fetzima,8,47
GERD,Prevacid,10,44
Pseudotumor Cerebri,Acetazolamide,8,9
Pneumonia,Ceftriaxone,10,35
Anxiety and Stress,Citalopram,9,41
Birth Control,Lo Loestrin Fe,4,0
"Diabetes, Type 2",Bydureon,1,3
Opiate Withdrawal,Methadone,3,31
ibromyalgia,Tramadol,7,32
Birth Control,Implanon,10,8
Acne,Accutane,10,2
Narcolepsy,Dexedrine,10,46
Weight Loss,Phentermine,9,14
Weight Loss,Adipex-P,10,41
Birth Control,Nexplanon,10,7
Migraine Prevention,Amitriptyline,10,30
Allergic Rhinitis,Claritin,5,33
Back Pain,Naprosyn,9,39
Pain,Reprexain,10,9
Biliary Cirrhosis,Urso,10,38
Human Papilloma Virus,Imiquimod,5,17
Anxiety and Stress,Fluoxetine,10,109
Breast Cance,Letrozole,10,17
Weight Loss,Contrave,9,3
Constipation,Bisacodyl,7,8
Migraine,Sumatriptan,3,10
Birth Control,Generess Fe,7,10
Birth Control,Alesse,7,4
High Cholesterol,Simvastatin,5,34
Prevention of Dental Caries,Prevident 5000 Plus,1,17
Pain,OxyContin,10,48
Birth Control,Ethinyl estradiol / norgestimate,4,27
Depression,Clomipramine,10,32
Birth Control,NuvaRing,8,21
Anxiety,Buspirone,8,16
Birth Control,Ethinyl estradiol / levonorgestrel,8,3
GERD,Dexilant,8,27
Birth Control,Norethindrone,10,0
Constipation,Dulcolax,5,11
Back Pain,Acetaminophen / hydrocodone,10,22
Ulcerative Colitis,Prednisone,8,4
Sciatica,Cyclobenzaprine,2,36
Birth Control,Ethinyl estradiol / norethindrone,5,2
Seizure Prevention,Lamictal,10,63
Psoriasis,Hydrocortisone,2,8
High Blood Pressure,Lisinopril,8,30
High Blood Pressure,Hydrochlorothiazide / telmisartan,2,1
GERD,Metoclopramide,1,6
Back Pain,Tramadol,9,50
Overactive Bladde,Myrbetriq,3,106
Insomnia,Ambien CR,3,13
Migraine,Zolmitriptan,1,5
Uveitis,Infliximab,10,18
Ulcerative Colitis,Salofalk,10,3
Meniere's Disease,Diazepam,10,40
Depression,Bupropion,8,85
Pain,Kadian,9,28
Anesthesia,Propofol,10,1
Pain,Endocet,9,19
Birth Control,Nexplanon,9,37
Emergency Contraception,Plan B,9,19
Ankylosing Spondylitis,Certolizumab,10,16
Birth Control,Etonogestrel,1,10
Birth Control,Mirena,1,12
Pain,Meperidine,10,7
Emergency Contraception,Plan B,8,2
"Gout, Acute",Methylprednisolone,10,40
Psoriatic Arthritis,Leflunomide,7,48
Systemic Lupus Erythematosus,Plaquenil,6,59
Birth Control,Nexplanon,1,2
Migraine Prevention,Elavil,10,32
ibromyalgia,Lyrica,1,34
Birth Control,Ethinyl estradiol / norelgestromin,9,9
Endometriosis,Cryselle,10,5
Pneumonia,Vantin,8,12
Herpes Zoste,Valacyclovir,10,56
Underactive Thyroid,Synthroid,9,112
Anxiety,Escitalopram,9,6
"Diabetes, Type 2",Empagliflozin / linagliptin,8,7
Birth Control,Medroxyprogesterone,9,0
Inflammatory Conditions,Medrol Dosepak,9,77
Obsessive Compulsive Disorde,Fluvoxamine,5,22
Smoking Cessation,Varenicline,10,23
Birth Control,Etonogestrel,10,2
Trigeminal Neuralgia,Carbamazepine,9,84
Depression,Desvenlafaxine,9,18
Constipation,Dulcolax,8,66
Migraine,Gabapentin,8,19
Birth Control,Generess Fe,10,9
ADHD,Metadate CD,7,30
mist (,Formoterol,7,4
GERD,Dexlansoprazole,10,33
Smoking Cessation,Bupropion,10,37
Anxiety,Buspirone,8,8
Birth Control,Xulane,9,1
Smoking Cessation,Nicoderm CQ,10,78
Prostate Cance,Lupron,8,128
Obesity,Liraglutide,1,17
Insomnia,Diphenhydramine,10,2
Birth Control,Etonogestrel,1,5
"Onychomycosis, Fingernail",Terbinafine,2,4
Birth Control,Aubra,10,0
Smoking Cessation,Chantix,6,6
Pain,Gabapentin,10,31
Helicobacter Pylori Infection,Bismuth subcitrate potassium / metronidazole / tetracycline,7,4
High Blood Pressure,Enalapril,10,7
Birth Control,Blisovi 24 Fe,1,1
Cough,Homatropine / hydrocodone,8,3
Keratosis,Imiquimod,8,30
Herpes Simplex,Docosanol,1,6
Depression,Mirtazapine,10,40
Vaginal Yeast Infection,Diflucan,9,58
High Blood Pressure,Amlodipine,1,33
Depression,Prozac,10,64
Anxiety and Stress,Citalopram,8,123
Anxiety,Venlafaxine,10,72
Post Traumatic Stress Disorde,Zoloft,9,74
Depression,Pristiq,1,13
Birth Control,Ethinyl estradiol / levonorgestrel,10,7
Weight Loss,Phentermine,9,80
Chronic Lymphocytic Leukemia,Rituximab,10,10
Anxiety,Escitalopram,8,101
Sinusitis,Ciprofloxacin,9,43
Migraine Prevention,Clonazepam,10,36
Bowel Preparation,HalfLytely and Bisacodyl,9,22
Birth Control,ParaGard,10,10
Emergency Contraception,Levonorgestrel,10,9
Bowel Preparation,Suprep Bowel Prep Kit,10,13
Rheumatoid Arthritis,Enbrel,8,33
Birth Control,Skyla,8,0
Erectile Dysfunction,Tadalafil,9,59
Abnormal Uterine Bleeding,Medroxyprogesterone,2,0
Pain,Propoxyphene,10,10
8</span> users found this comment helpful.,Victoza,8,8
"Diabetes, Type 2",Insulin glargine,5,73
Chronic Myelogenous Leukemia,Imatinib,10,22
Muscle Spasm,Methocarbamol,9,83
Nausea/Vomiting,Metoclopramide,1,8
Birth Control,Nexplanon,5,1
Weight Loss,Phentermine / topiramate,6,16
Eczema,Dupixent,10,35
Bronchitis,Zithromax,9,67
Chronic Pain,Belbuca,1,19
Emergency Contraception,Levonorgestrel,1,2
Pain,Oxymorphone,8,81
Acne,Bactrim DS,10,6
Not Listed / Othe,Terbinafine,6,3
Obesity,Contrave,5,16
Psychosis,Haloperidol,9,4
Restless Legs Syndrome,Clonidine,1,27
Menstrual Disorders,Ethinyl estradiol / norethindrone,8,8
Overactive Bladde,Myrbetriq,1,31
Gastritis/Duodenitis,Pantoprazole,1,25
Benign Essential Trem,Propranolol,10,58
Major Depressive Disorde,Viibryd,10,82
Chronic Pain,Cymbalta,9,102
Birth Control,Etonogestrel,9,15
Birth Control,Ethinyl estradiol / norethindrone,3,0
Underactive Thyroid,Cytomel,2,72
Acne,Accutane,10,19
Chronic Pain,Acetaminophen / oxycodone,9,11
Sinusitis,Augmentin,2,24
Birth Control,Levonorgestrel,1,5
Urinary Tract Infection,Sulfamethoxazole / trimethoprim,5,35
Pain,Codeine,10,16
Ulcerative Colitis,Infliximab,8,29
High Blood Pressure,Hydrochlorothiazide / losartan,1,46
Constipation,Dulcolax,1,9
Birth Control,Skyla,8,3
Urinary Incontinence,Enablex,10,28
Bacterial Infection,Ciprofloxacin,1,13
Acne,Benzoyl peroxide / clindamycin,2,6
Birth Control,Lo Loestrin Fe,6,2
ADHD,Methylphenidate,6,2
Birth Control,Lo Loestrin Fe,8,1
Vaginal Yeast Infection,Tioconazole,8,10
ADHD,Vyvanse,8,7
"Diabetes, Type 2",Exenatide,5,13
Bipolar Disorde,Divalproex sodium,8,68
Depression,Wellbutrin,9,40
Bipolar Disorde,Olanzapine,8,43
Head and Neck Cance,Pembrolizumab,1,8
Hyperhidrosis,Aluminum chloride hexahydrate,9,1
Birth Control,Ethinyl estradiol / levonorgestrel,10,3
Shift Work Sleep Disorde,Modafinil,10,41
Anesthesia,Propofol,10,9
"COPD, Maintenance",Combivent,9,33
Bipolar Disorde,Lurasidone,10,0
Panic Disorde,Prozac,7,35
Psychosis,Haloperidol,8,19
Birth Control,Ortho Tri-Cyclen Lo,4,27
Bronchitis,Clarithromycin,10,25
Birth Control,ParaGard,5,6
Birth Control,Errin,2,6
Psoriatic Arthritis,Stelara,9,14
Depression,Escitalopram,8,13
Seizure Prevention,Lamictal,1,59
Anxiety,BuSpar,10,147
Birth Control,Loestrin 24 Fe,9,14
Pain,Tapentadol,5,64
Agitated State,Aripiprazole,8,2
Vaginal Yeast Infection,Tioconazole,1,5
Depression,Mirtazapine,7,15
Bipolar Disorde,Clonazepam,7,23
Pneumonia,Moxifloxacin,9,11
Weight Loss,Bupropion / naltrexone,5,16
High Cholesterol,Pitavastatin,1,31
Abnormal Uterine Bleeding,Levonorgestrel,9,14
"Hypogonadism, Male",Testosterone,5,5
Bipolar Disorde,Depakote,3,42
Allergic Rhinitis,Olopatadine,10,5
Birth Control,Implanon,1,1
Depression,Xanax,3,101
Depression,Pristiq,9,6
Insomnia,Zolpidem,3,16
Constipation,Bisacodyl,9,9
Birth Control,Implanon,1,7
Intraocular Hypertension,Zioptan,9,13
Psoriasis,Humira,10,27
GERD,Omeprazole,9,11
Acne,Onexton,10,10
"Asthma, Maintenance",Mometasone,10,8
Obesity,Saxenda,2,23
Multiple Sclerosis,Glatiramer,7,40
ADHD,Clonidine,8,40
Acne,Isotretinoin,9,5
Acne,Sulfamethoxazole / trimethoprim,7,1
Rheumatoid Arthritis,Prednisone,9,33
Cervical Dystonia,OnabotulinumtoxinA,9,82
Birth Control,Mirena,8,0
Panic Disorde,Sertraline,10,5
Panic Disorde,Clonazepam,10,14
"Diabetes, Type 2",Liraglutide,10,7
Anxiety,Ativan,10,101
Birth Control,Ethinyl estradiol / levonorgestrel,10,3
Birth Control,Apri,8,7
Osteoarthritis,Hyaluronan,1,20
Migraine Prevention,Topiramate,8,5
Bipolar Disorde,Aripiprazole,9,67
Acne,Drospirenone / ethinyl estradiol,9,14
Birth Control,Lo Loestrin Fe,5,2
Opiate Withdrawal,Methadone,4,22
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,10,25
Constipation,Dulcolax,1,7
Depression,Pristiq,1,25
Weight Loss,Phentermine / topiramate,1,34
Birth Control,Mirena,10,7
Bipolar Disorde,Latuda,10,65
Constipation,Bisacodyl,1,3
Birth Control,Desogestrel / ethinyl estradiol,5,23
Schizophrenia,Abilify,9,27
Alzheimer's Disease,Namenda,2,63
Bowel Preparation,Suprep Bowel Prep Kit,10,4
Acne,Yasmin,1,2
Birth Control,Ethinyl estradiol / norethindrone,3,4
Human Papilloma Virus,Imiquimod,2,5
Migraine Prevention,Depakote ER,9,32
Anxiety,Clonazepam,10,150
ibromyalgia,Milnacipran,7,27
Weight Loss,Qsymia,10,47
Obesity,Contrave,10,14
"Nausea/Vomiting, Chemotherapy Induced",Dronabinol,10,45
Smoking Cessation,Varenicline,10,13
Abnormal Uterine Bleeding,Mirena,5,1
Sinusitis,Azithromycin,8,19
Depression,Xanax,10,96
Abnormal Uterine Bleeding,Levonorgestrel,10,32
Birth Control,Blisovi Fe 1 / 20,10,3
Migraine Prevention,Verapamil,9,34
Premature Lab,Progesterone,8,22
Birth Control,Ethinyl estradiol / levonorgestrel,8,12
Birth Control,Junel Fe 1 / 20,1,1
Sinusitis,Sulfamethoxazole / trimethoprim,5,4
Schizophrenia,Zyprexa,9,31
Alcohol Dependence,Disulfiram,10,4
Erectile Dysfunction,Sildenafil,10,15
"Asthma, Maintenance",Fluticasone / salmeterol,2,17
"Asthma, Maintenance",Fluticasone / vilanterol,9,8
Birth Control,Tri-Sprintec,3,7
Obesity,Bupropion / naltrexone,9,30
Osteoporosis,Reclast,9,165
Birth Control,Implanon,9,6
Abnormal Uterine Bleeding,Mirena,8,3
Bipolar Disorde,Lamictal,10,78
Herpes Simplex,Docosanol,10,7
Depression,Elavil,10,92
Back Pain,Naproxen,8,57
Irritable Bowel Syndrome,Rifaximin,8,98
GERD,Esomeprazole,8,1
Birth Control,Ethinyl estradiol / norelgestromin,7,9
Emergency Contraception,Levonorgestrel,10,29
Urinary Tract Infection,Doxycycline,6,57
Birth Control,Falmina,2,4
Chronic Pain,Oxycodone,8,42
Postmenopausal Symptoms,Estradiol,8,24
Erectile Dysfunction,Tadalafil,10,201
ADHD,Strattera,3,44
Chronic Pain,Oxycodone,10,14
ADHD,Concerta,5,65
Acne,Tretinoin,10,25
Plaque Psoriasis,Otezla,5,7
Pain,Pamelor,8,138
Edema,Hydrochlorothiazide / triamterene,6,18
Pain,Lidoderm,7,52
Acne,Drospirenone / ethinyl estradiol,10,16
"Diabetes, Type 2",Lantus Solostar,10,6
Anxiety,Clonazepam,10,32
Chronic Fatigue Syndrome,Armodafinil,9,113
Migraine,Metoclopramide,1,11
,Aluminum chloride hexahydrate,10,0
Bipolar Disorde,Lurasidone,1,47
"Hypothyroidism, After Thyroid Removal",Liothyronine,5,15
Insomnia,Quetiapine,9,79
Obesity,Belviq,10,68
ADHD,Armodafinil,10,35
Rheumatoid Arthritis,Etanercept,8,12
Smoking Cessation,Varenicline,10,26
Restless Legs Syndrome,Requip,10,34
Gout,Febuxostat,1,6
Birth Control,Mirena,7,5
Pain,Duragesic,10,144
Irritable Bowel Syndrome,Lubiprostone,3,23
Rheumatoid Arthritis,Adalimumab,10,46
Vaginal Yeast Infection,Miconazole,5,8
"Diabetes, Type 2",Dulaglutide,2,14
Osteoarthritis,Mobic,9,102
High Cholesterol,Niacin,7,13
Vaginal Yeast Infection,Miconazole,1,7
Migraine,Zomig,9,2
Pain,Ultram,10,34
Bacterial Infection,Keflex,8,58
Migraine Prevention,OnabotulinumtoxinA,10,101
Vaginal Yeast Infection,Tioconazole,10,2
Depression,Desipramine,1,7
Birth Control,Copper,5,3
Allergic Rhinitis,Diphenhydramine,9,14
Weight Loss,Lorcaserin,10,181
Emergency Contraception,Plan B One-Step,10,10
Obesity,Bupropion / naltrexone,10,19
Birth Control,Skyla,5,1
Depression,Escitalopram,10,129
Birth Control,NuvaRing,1,6
